ID,item_cnt_month
0,1.9934934
1,1.9934934
2,1.9934934
3,-18.333405
4,1.9934934
5,1.9934934
6,3.2893982
7,1.9934934
8,1.9934934
9,1.9934934
10,1.9934934
11,3.2893982
12,-18.333405
13,1.9934934
14,1.9934934
15,1.9934934
16,1.9934934
17,1.9934934
18,1.9934934
19,1.9934934
20,1.9934934
21,2.6395235
22,2.6395235
23,2.6395235
24,2.6395235
25,2.6395235
26,-18.333405
27,1.9934934
28,1.9934934
29,1.9934934
30,1.9934934
31,1.9934934
32,1.9934934
33,1.9934934
34,1.9934934
35,1.9934934
36,1.9934934
37,1.9934934
38,1.730205
39,1.9934934
40,1.9934934
41,1.9934934
42,1.9934934
43,1.9934934
44,1.9934934
45,1.730205
46,1.9934934
47,-18.333405
48,1.9934934
49,1.9934934
50,1.9934934
51,1.9934934
52,1.9934934
53,1.9934934
54,1.9934934
55,2.6395235
56,2.6395235
57,2.6395235
58,2.475881
59,1.9934934
60,1.9934934
61,-18.333405
62,-18.333405
63,1.730205
64,1.9934934
65,3.2893982
66,1.9934934
67,1.9934934
68,1.9934934
69,3.2893982
70,1.9934934
71,2.6395235
72,-18.333405
73,1.9934934
74,-18.333405
75,1.9934934
76,-18.333405
77,1.730205
78,1.9934934
79,2.0752141
80,1.9934934
81,-18.333405
82,2.6395235
83,-18.333405
84,1.9934934
85,-18.333405
86,1.9934934
87,1.9934934
88,1.9934934
89,1.9934934
90,1.9934934
91,-18.333405
92,-18.333405
93,1.9934934
94,1.9934934
95,1.9934934
96,-18.333405
97,2.6395235
98,1.9934934
99,1.730205
100,1.9934934
101,1.730205
102,1.730205
103,1.9934934
104,1.9934934
105,1.9934934
106,1.9934934
107,1.9934934
108,1.9934934
109,1.8298508
110,1.9934934
111,1.9934934
112,1.9934934
113,-18.333405
114,-18.333405
115,-18.333405
116,2.6395235
117,2.6395235
118,2.6395235
119,1.9934934
120,1.9934934
121,1.9934934
122,1.9934934
123,-18.333405
124,1.9934934
125,1.9934934
126,1.730205
127,1.730205
128,1.9934934
129,-18.333405
130,1.9934934
131,1.9934934
132,-18.333405
133,2.6395235
134,1.9934934
135,1.9934934
136,1.9934934
137,3.2893982
138,1.730205
139,-18.333405
140,1.9934934
141,1.8298508
142,1.9934934
143,-18.333405
144,1.9934934
145,1.9934934
146,3.2893982
147,1.8298508
148,1.9934934
149,1.9934934
150,1.9934934
151,3.2893982
152,-18.333405
153,1.9934934
154,1.9934934
155,-18.333405
156,1.9934934
157,1.9934934
158,1.9934934
159,1.9934934
160,1.9934934
161,2.6395235
162,2.6395235
163,2.6395235
164,2.6395235
165,2.6395235
166,-18.333405
167,1.9934934
168,1.9934934
169,1.9934934
170,1.9934934
171,1.9934934
172,1.9934934
173,1.9934934
174,1.9934934
175,-18.333405
176,1.9934934
177,1.9934934
178,1.730205
179,1.9934934
180,1.9934934
181,-18.333405
182,1.9934934
183,1.9934934
184,1.9934934
185,1.730205
186,1.9934934
187,1.9934934
188,1.9934934
189,1.9934934
190,1.9934934
191,1.9934934
192,1.9934934
193,1.9934934
194,1.9934934
195,-17.687376
196,2.6395235
197,2.6395235
198,2.6395235
199,1.8298508
200,1.9934934
201,-18.333405
202,1.9934934
203,1.730205
204,1.9934934
205,3.2893982
206,1.9934934
207,1.9934934
208,1.9934934
209,3.2893982
210,1.9934934
211,2.475881
212,1.9934934
213,1.9934934
214,-18.333405
215,1.9934934
216,-18.333405
217,1.730205
218,1.9934934
219,2.6395235
220,1.8298508
221,-18.333405
222,2.6395235
223,-18.333405
224,1.9934934
225,-18.333405
226,1.9934934
227,1.8298508
228,1.9934934
229,1.9934934
230,1.9934934
231,-18.333405
232,-18.333405
233,-18.333405
234,1.9934934
235,1.9934934
236,-18.333405
237,2.6395235
238,-18.333405
239,1.730205
240,1.9934934
241,1.730205
242,1.730205
243,1.9934934
244,1.9934934
245,1.9934934
246,-18.333405
247,1.9934934
248,1.9934934
249,1.9934934
250,1.9934934
251,1.9934934
252,1.9934934
253,1.730205
254,-18.333405
255,-18.333405
256,2.6395235
257,2.6395235
258,2.6395235
259,1.9934934
260,1.9934934
261,1.9934934
262,1.9934934
263,-18.333405
264,1.9934934
265,-18.333405
266,1.730205
267,1.730205
268,1.9934934
269,-18.333405
270,1.9934934
271,1.9934934
272,-18.333405
273,2.6395235
274,1.9934934
275,1.9934934
276,1.9934934
277,-18.333405
278,1.730205
279,-18.333405
280,2.1467557
281,2.1467557
282,2.1467557
283,-18.180145
284,2.1467557
285,2.1467557
286,3.4426606
287,2.1467557
288,2.1467557
289,2.1467557
290,-18.180145
291,3.4426606
292,-18.180145
293,2.1467557
294,-18.180145
295,2.1467557
296,2.1467557
297,2.1467557
298,2.1467557
299,1.8834672
300,2.1467557
301,2.7927856
302,2.7927856
303,2.7927856
304,2.7927856
305,2.7927856
306,-18.180145
307,2.1467557
308,2.1467557
309,2.1467557
310,2.1467557
311,2.1467557
312,2.1467557
313,2.1467557
314,2.1467557
315,-18.180145
316,2.1467557
317,2.1467557
318,1.8834672
319,2.1467557
320,2.1467557
321,2.1467557
322,2.1467557
323,2.1467557
324,2.1467557
325,1.8834672
326,2.1467557
327,2.1467557
328,2.1467557
329,2.1467557
330,2.1467557
331,2.1467557
332,2.1467557
333,2.1467557
334,2.1467557
335,2.7927856
336,2.7927856
337,2.7927856
338,2.7927856
339,2.1467557
340,2.1467557
341,-18.180145
342,-18.180145
343,1.8834672
344,2.1467557
345,3.4426606
346,2.1467557
347,2.1467557
348,2.1467557
349,3.4426606
350,2.1467557
351,2.7927856
352,2.1467557
